,name,ratings,dog_stage,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
670040295598354432,None,10/10,Unknown dog stage,118,801,web_site,90.16,False,borzoi,2.67,True,Chihuahua,1.24,True
670046952931721218,Ben,11/10,Unknown dog stage,191,684,Blenheim_spaniel,99.83,True,beagle,0.06,True,Brittany_spaniel,0.04,True
670055038660800512,Tommy,3/10,Unknown dog stage,357,716,snail,56.36,False,slug,29.66,False,bolete,3.18,False
670061506722140161,Liam,11/10,Unknown dog stage,373,822,Italian_greyhound,32.93,True,American_Staffordshire_terrier,30.53,True,whippet,11.17,True
670069087419133954,Randall,5/10,Unknown dog stage,278,676,boathouse,31.38,False,birdhouse,13.83,False,ashcan,4.57,False
670073503555706880,Winston,10/10,Unknown dog stage,874,1674,malamute,60.19,True,Siberian_husky,34.01,True,Eskimo_dog,5.0,True
670079681849372674,Fabio,10/10,Unknown dog stage,1373,2390,mud_turtle,15.75,False,terrapin,13.18,False,box_turtle,6.07,False
670086499208155136,None,10/10,Unknown dog stage,275,740,German_short-haired_pointer,27.35,True,Staffordshire_bullterrier,13.29,True,bluetick,12.46,True
670093938074779648,Wally,9/10,Unknown dog stage,365,1106,toy_poodle,38.33,True,miniature_poodle,15.37,True,chow,13.85,True
670290420111441920,Sandra,11/10,Unknown dog stage,315,750,Chihuahua,36.89,True,Pomeranian,28.21,True,papillon,17.88,True
670303360680108032,a,9/10,Unknown dog stage,151,452,Shetland_sheepdog,38.03,True,Cardigan,34.28,True,guinea_pig,15.62,False
670319130621435904,None,11/10,Unknown dog stage,1359,4110,Irish_terrier,25.49,True,briard,22.77,True,soft-coated_wheaten_terrier,22.33,True
670338931251150849,Butters,10/10,Unknown dog stage,122,451,cairn,24.5,True,West_Highland_white_terrier,13.77,True,miniature_schnauzer,8.92,True
670361874861563904,a,9/10,Unknown dog stage,71,344,platypus,97.41,False,spotted_salamander,1.11,False,bison,0.39,False
670374371102445568,Daisy,12/10,Unknown dog stage,295,785,English_springer,97.49,True,English_setter,1.17,True,cocker_spaniel,0.27,True
670385711116361728,Larry,8/10,Unknown dog stage,234,593,whippet,17.8,True,Chesapeake_Bay_retriever,10.6,True,beagle,7.87,True
670403879788544000,Nigel,10/10,Unknown dog stage,173,460,pug,80.22,True,French_bulldog,17.26,True,bull_mastiff,0.72,True
670408998013820928,Peanut,10/10,Unknown dog stage,249,600,ping-pong_ball,99.99,False,tennis_ball,0.0,False,racket,0.0,False
670411370698022913,Scooter,12/10,Unknown dog stage,991,2176,Maltese_dog,58.44,True,miniature_schnauzer,6.42,True,toy_poodle,6.09,True
670417414769758208,None,6/10,Unknown dog stage,350,604,sea_urchin,49.33,False,porcupine,46.06,False,cardoon,0.81,False
670420569653809152,Damon,10/10,Unknown dog stage,342,668,bow_tie,26.88,False,cardigan,15.4,False,wig,7.23,False
670421925039075328,Herb,12/10,Unknown dog stage,709,1415,Chihuahua,27.58,True,corn,7.36,False,bolete,5.49,False
670427002554466305,a,9/10,Unknown dog stage,179,551,seat_belt,95.23,False,toy_terrier,3.89,True,beagle,0.32,True
670428280563085312,Willy,11/10,Unknown dog stage,694,1484,chow,33.53,True,golden_retriever,30.58,True,Tibetan_mastiff,6.33,True
670433248821026816,Sam,10/10,Unknown dog stage,122,345,window_shade,58.34,False,giant_schnauzer,6.22,True,window_screen,3.99,False
670434127938719744,Hank,11/10,Unknown dog stage,708,1501,jack-o'-lantern,91.91,False,Chesapeake_Bay_retriever,2.74,True,Labrador_retriever,2.01,True
670435821946826752,None,10/10,Unknown dog stage,570,1127,sorrel,46.04,False,basenji,13.58,True,Cardigan,9.92,True
670442337873600512,Koda,11/10,Unknown dog stage,213,690,Sussex_spaniel,40.36,True,otterhound,25.63,True,Irish_terrier,18.73,True
670444955656130560,Paull,10/10,Unknown dog stage,2153,7120,English_springer,40.37,True,Brittany_spaniel,34.76,True,Welsh_springer_spaniel,13.72,True
670449342516494336,None,5/10,Unknown dog stage,729,1264,peacock,99.99,False,European_gallinule,0.0,False,agama,0.0,False
670452855871037440,None,11/10,Unknown dog stage,225,580,Arctic_fox,18.82,False,indri,12.36,False,malamute,8.04,True
670465786746662913,None,7/10,Unknown dog stage,608,1048,axolotl,61.16,False,tailed_frog,18.65,False,common_newt,7.87,False
670468609693655041,Edd,10/10,Unknown dog stage,90,375,minivan,73.02,False,beach_wagon,7.87,False,car_wheel,6.43,False
670474236058800128,None,10/10,Unknown dog stage,835,1635,wool,7.01,False,siamang,6.25,False,gorilla,5.89,False
670668383499735048,Phineas,10/10,Unknown dog stage,5537,11452,banana,10.73,False,orange,9.97,False,bagel,8.9,False
670676092097810432,Bloo,8/10,Unknown dog stage,45,267,Dandie_Dinmont,67.61,True,West_Highland_white_terrier,4.08,True,clumber,3.95,True
670679630144274432,Pluto,8/10,Unknown dog stage,315,799,Ibizan_hound,34.27,True,Brittany_spaniel,22.91,True,Chihuahua,10.4,True
670691627984359425,Ester,8/10,Unknown dog stage,266,632,Shetland_sheepdog,7.11,True,home_theater,6.84,False,American_Staffordshire_terrier,6.7,True
670704688707301377,Danny,6/10,Unknown dog stage,405,814,Norwich_terrier,41.98,True,cairn,35.19,True,Norfolk_terrier,5.11,True
670717338665226240,None,12/10,Unknown dog stage,547,1301,Pomeranian,36.82,True,Pekinese,35.1,True,golden_retriever,11.49,True
670727704916926465,Jeffrie,10/10,Unknown dog stage,403,887,wood_rabbit,36.86,False,tabby,30.97,False,Egyptian_cat,15.49,False
670733412878163972,Jerry,8/10,Unknown dog stage,558,1030,dhole,35.04,False,hare,23.67,False,wood_rabbit,9.11,False
670755717859713024,Gin,9/10,Unknown dog stage,123,475,keeshond,99.41,True,Norwegian_elkhound,0.18,True,cairn,0.18,True
670764103623966721,Vincent,10/10,Unknown dog stage,466,1154,Norfolk_terrier,17.28,True,golden_retriever,7.27,True,television,3.75,False
670778058496974848,None,10/10,Unknown dog stage,77,345,pug,77.66,True,Brabancon_griffon,11.2,True,boxer,3.91,True
670780561024270336,Traviss,7/10,Unknown dog stage,317,831,Labrador_retriever,24.49,True,American_black_bear,5.7,False,brown_bear,5.4,False
670782429121134593,None,5/10,Unknown dog stage,863,1691,Chihuahua,95.3,True,French_bulldog,3.66,True,Boston_bull,0.2,True
670783437142401025,None,1/10,Unknown dog stage,431,872,lacewing,38.2,False,sulphur_butterfly,10.68,False,leafhopper,6.83,False
670786190031921152,Creg,8/10,Unknown dog stage,218,640,dingo,77.71,False,Pembroke,12.74,True,Cardigan,2.4,True
670789397210615808,None,9/10,Unknown dog stage,255,700,beagle,29.6,True,basset,14.35,True,bluetick,13.9,True
670792680469889025,Antony,7/10,Unknown dog stage,298,889,brown_bear,88.24,False,toy_poodle,3.14,True,miniature_poodle,2.57,True
670797304698376195,Trigger,11/10,Unknown dog stage,262,780,Pembroke,47.22,True,beagle,9.09,True,German_shepherd,6.44,True
670803562457407488,None,10/10,Unknown dog stage,95,362,basenji,34.41,True,Ibizan_hound,21.03,True,toy_terrier,19.63,True
670804601705242624,Mason,10/10,Unknown dog stage,1035,2098,Pomeranian,86.86,True,Pekinese,9.01,True,chow,2.17,True
670807719151067136,Andy,11/10,Unknown dog stage,546,1234,Old_English_sheepdog,95.8,True,Sealyham_terrier,1.39,True,Border_collie,0.46,True
670811965569282048,Maggie,10/10,Unknown dog stage,295,1202,basset,99.41,True,Walker_hound,0.4,True,beagle,0.14,True
670815497391357952,Sage,10/10,Unknown dog stage,1708,3410,American_Staffordshire_terrier,91.97,True,Staffordshire_bullterrier,7.34,True,bull_mastiff,0.09,True
670822709593571328,None,10/10,Unknown dog stage,105,647,web_site,99.39,False,Chihuahua,0.13,True,menu,0.06,False
670823764196741120,Remington,12/10,Unknown dog stage,205,824,Labrador_retriever,94.75,True,German_short-haired_pointer,1.7,True,Weimaraner,1.54,True
670826280409919488,None,2/10,Unknown dog stage,4485,5961,scorpion,92.8,False,tarantula,2.16,False,wolf_spider,1.48,False
670832455012716544,Amy,10/10,Unknown dog stage,242,780,malinois,31.76,True,Norwegian_elkhound,27.49,True,bathing_cap,11.46,False
670833812859932673,Jett,7/10,Unknown dog stage,135,474,Pekinese,60.99,True,Persian_cat,26.54,False,Japanese_spaniel,2.75,True
670838202509447168,None,4/10,Unknown dog stage,758,1189,flamingo,99.27,False,coral_fungus,0.35,False,stinkhorn,0.19,False
670840546554966016,Colby,10/10,Unknown dog stage,213,634,Shih-Tzu,96.36,True,Lhasa,1.6,True,guinea_pig,0.79,False
670842764863651840,None,420/10,Unknown dog stage,4324,7989,microphone,9.61,False,accordion,9.41,False,drumstick,6.11,False
670995969505435648,None,12/10,Unknown dog stage,317,1175,redbone,86.62,True,beagle,6.12,True,Rhodesian_ridgeback,2.43,True
671109016219725825,Toby,8/10,Unknown dog stage,478,1225,basenji,85.6,True,beagle,3.67,True,toy_terrier,2.93,True
671115716440031232,Phred,6/10,Unknown dog stage,842,1436,malinois,40.63,True,kelpie,14.34,True,dingo,12.98,False
671122204919246848,None,4/10,Unknown dog stage,2763,3729,goose,35.2,False,Chihuahua,10.12,True,hen,6.58,False
671134062904504320,Clarence,8/10,Unknown dog stage,212,796,Shih-Tzu,18.04,True,golden_retriever,18.02,True,Labrador_retriever,17.37,True
671138694582165504,None,10/10,Unknown dog stage,448,996,Samoyed,58.73,True,Great_Pyrenees,26.9,True,Pekinese,9.05,True
671141549288370177,None,9/10,Unknown dog stage,713,1246,guinea_pig,38.77,False,wood_rabbit,17.17,False,borzoi,7.54,True
671147085991960577,a,9/10,Unknown dog stage,254,713,Yorkshire_terrier,46.72,True,cairn,44.01,True,silky_terrier,5.87,True
671151324042559489,None,12/10,Unknown dog stage,166,714,Rottweiler,78.12,True,black-and-tan_coonhound,6.12,True,kelpie,4.89,True
671154572044468225,Holly,11/10,Unknown dog stage,241,769,Labrador_retriever,49.5,True,Chesapeake_Bay_retriever,35.02,True,golden_retriever,14.24,True
671159727754231808,Anthony,5/10,Unknown dog stage,89,401,pitcher,11.74,False,sunglasses,6.25,False,mask,5.95,False
671163268581498880,None,8/10,Unknown dog stage,1198,1763,African_hunting_dog,73.3,False,plow,11.94,False,Scottish_deerhound,2.7,True
671166507850801152,Herm,10/10,Unknown dog stage,390,931,refrigerator,82.98,False,toilet_seat,3.01,False,shower_curtain,1.55,False
671182547775299584,None,12/10,Unknown dog stage,378,1193,Rottweiler,33.12,True,kelpie,21.86,True,Appenzeller,18.25,True
671186162933985280,Sparky,10/10,Unknown dog stage,241,788,Chihuahua,31.91,True,whippet,16.91,True,toy_terrier,12.58,True
671347597085433856,Lola,9/10,Unknown dog stage,476,1031,picket_fence,38.29,False,rain_barrel,10.88,False,plastic_bag,3.89,False
671355857343524864,Lou,10/10,Unknown dog stage,119,508,miniature_poodle,31.38,True,toy_poodle,16.56,True,Irish_terrier,5.61,True
671357843010908160,None,9/10,Unknown dog stage,157,426,Italian_greyhound,83.18,True,toy_terrier,4.33,True,Chihuahua,3.68,True
671362598324076544,Tanner,11/10,Unknown dog stage,325,1193,tub,39.36,False,bathtub,38.35,False,swimming_trunks,7.73,False
671390180817915904,None,7/10,Unknown dog stage,805,1513,zebra,99.77,False,tiger,0.08,False,prairie_chicken,0.06,False
671485057807351808,Penelope,11/10,Unknown dog stage,253,806,Samoyed,62.79,True,Great_Pyrenees,27.64,True,kuvasz,5.79,True
671486386088865792,Malcolm,10/10,Unknown dog stage,226,621,German_shepherd,82.7,True,kelpie,8.76,True,red_wolf,3.12,False
671488513339211776,Julius,8/10,Unknown dog stage,516,1073,hermit_crab,52.88,False,snail,18.56,False,shower_curtain,6.64,False
671497587707535361,Pip,11/10,Unknown dog stage,481,980,swing,8.92,False,paddle,8.07,False,bathing_cap,6.57,False
671504605491109889,Charlie,11/10,Unknown dog stage,3866,7495,toy_poodle,25.91,True,bath_towel,17.77,False,Maltese_dog,7.17,True
671511350426865664,Hammond,8/10,Unknown dog stage,791,1734,hermit_crab,62.54,False,tick,12.73,False,snail,9.79,False
671518598289059840,Scruffers,9/10,Unknown dog stage,319,1010,Lakeland_terrier,42.83,True,wire-haired_fox_terrier,11.15,True,toy_poodle,10.5,True
671520732782923777,Alejandro,10/10,Unknown dog stage,582,1499,Pomeranian,55.1,True,Pekinese,13.53,True,gibbon,6.16,False
671528761649688577,Jax,10/10,Unknown dog stage,280,896,Doberman,78.26,True,black-and-tan_coonhound,10.97,True,Gordon_setter,5.21,True
671533943490011136,None,6/10,Unknown dog stage,631,1092,hen,55.65,False,cock,44.2,False,black_swan,0.12,False
671536543010570240,Reginald,9/10,Unknown dog stage,441,1253,pug,53.77,True,bull_mastiff,22.06,True,French_bulldog,6.83,True
671538301157904385,Baxter,8/10,Unknown dog stage,436,993,park_bench,19.42,False,water_bottle,7.19,False,beacon,5.34,False
671542985629241344,JD,10/10,Unknown dog stage,616,1166,Shetland_sheepdog,98.03,True,collie,0.67,True,papillon,0.62,True
671544874165002241,None,6/10,Unknown dog stage,1145,2126,feather_boa,24.09,False,wig,8.59,False,wool,4.07,False
671547767500775424,Marley,10/10,Unknown dog stage,658,1444,Loafer,25.51,False,platypus,9.0,False,cowboy_boot,6.65,False
671561002136281088,the,13/10,Unknown dog stage,7931,13679,Gordon_setter,46.94,True,black-and-tan_coonhound,27.09,True,Rottweiler,15.32,True
671735591348891648,Oscar,11/10,Unknown dog stage,819,1534,stone_wall,27.11,False,Irish_wolfhound,6.31,True,poncho,4.82,False
671743150407421952,a,11/10,Unknown dog stage,248,779,toy_poodle,41.94,True,miniature_poodle,23.71,True,swing,10.42,False
671744970634719232,None,6/10,Unknown dog stage,841,1430,ice_bear,25.12,False,ram,21.38,False,Arctic_fox,8.16,False
671763349865160704,Mark,9/10,Unknown dog stage,999,1788,prayer_rug,44.53,False,doormat,27.53,False,bib,4.88,False
671768281401958400,None,10/10,Unknown dog stage,572,1269,Chihuahua,50.04,True,French_bulldog,11.28,True,Italian_greyhound,6.29,True
671789708968640512,space,13/10,Unknown dog stage,3811,7527,dalmatian,11.43,True,teddy,6.23,False,steam_locomotive,4.97,False
671855973984772097,None,8/10,Unknown dog stage,502,977,chimpanzee,63.6,False,gorilla,9.88,False,fountain,3.18,False
671866342182637568,Dylan,10/10,Unknown dog stage,548,1191,Labrador_retriever,87.56,True,Chihuahua,3.22,True,golden_retriever,1.72,True
671874878652489728,Mia,10/10,Unknown dog stage,601,1330,china_cabinet,99.6,False,entertainment_center,0.2,False,bookcase,0.17,False
671879137494245376,Brad,5/10,Unknown dog stage,748,1507,bee_eater,30.26,False,toucan,21.96,False,chickadee,15.67,False
671882082306625538,Batdog,11/10,Unknown dog stage,1488,3693,ski_mask,96.83,False,mask,2.19,False,abaya,0.55,False
671891728106971137,Mojo,11/10,Unknown dog stage,618,1415,Labrador_retriever,56.79,True,golden_retriever,34.94,True,seat_belt,6.94,False
671896809300709376,Lola,10/10,Unknown dog stage,4519,9016,chow,24.35,True,hamster,22.72,False,Pomeranian,5.61,True
672068090318987265,Gizmo,7/10,Unknown dog stage,564,1389,pug,86.34,True,shopping_cart,12.57,False,Border_terrier,0.3,True
672082170312290304,Patch,11/10,Unknown dog stage,402,1003,hamster,13.24,False,toy_poodle,12.4,True,bubble,5.62,False
672095186491711488,Tuco,9/10,Unknown dog stage,395,1063,pug,79.41,True,French_bulldog,14.08,True,bull_mastiff,4.47,True
672125275208069120,just,11/10,Unknown dog stage,1253,2578,tennis_ball,99.98,False,golden_retriever,0.01,True,racket,0.01,False
672139350159835138,None,12/10,Unknown dog stage,792,1876,Rottweiler,29.1,True,American_black_bear,23.81,False,chimpanzee,11.55,False
672160042234327040,Bubba,8/10,pupper,395,918,pug,56.1,True,French_bulldog,22.21,True,Labrador_retriever,6.55,True
672169685991993344,Bradley,10/10,Unknown dog stage,408,1074,cocker_spaniel,99.1,True,Sussex_spaniel,0.4,True,miniature_poodle,0.13,True
672205392827572224,Opal,9/10,pupper,1270,2414,carton,95.26,False,crate,3.54,False,pug,0.33,True
672222792075620352,Cal,9/10,Unknown dog stage,231,833,beagle,95.82,True,basset,0.91,True,Italian_greyhound,0.77,True
672231046314901505,None,5/10,Unknown dog stage,1089,1956,killer_whale,82.39,False,grey_whale,3.66,False,hammerhead,2.95,False
672239279297454080,Ridley,7/10,Unknown dog stage,347,953,pug,33.25,True,French_bulldog,25.81,True,bull_mastiff,12.09,True
672245253877968896,Snickers,12/10,Unknown dog stage,169,733,Chihuahua,71.89,True,badger,17.85,False,toy_terrier,3.71,True
672248013293752320,None,10/10,Unknown dog stage,656,1833,Irish_terrier,41.32,True,Airedale,33.56,True,toy_poodle,2.8,True
672254177670729728,Rolf,11/10,pupper,800,1515,pug,97.95,True,French_bulldog,1.69,True,Norwegian_elkhound,0.16,True
672256522047614977,None,8/10,Unknown dog stage,1699,2999,ostrich,99.9,False,Arabian_camel,0.05,False,llama,0.01,False
672264251789176834,Kreg,10/10,Unknown dog stage,383,1212,Chihuahua,60.99,True,teddy,6.81,False,Norwich_terrier,5.92,True
672267570918129665,None,10/10,Unknown dog stage,666,1588,Irish_terrier,71.69,True,miniature_pinscher,5.12,True,Airedale,4.44,True
672272411274932228,Pippin,11/10,Unknown dog stage,3677,6888,pug,91.47,True,Norwegian_elkhound,1.5,True,Siamese_cat,0.92,False
672466075045466113,Franq,12/10,Unknown dog stage,598,1447,cocker_spaniel,15.04,True,toy_poodle,8.86,True,Welsh_springer_spaniel,7.2,True
672475084225949696,Buddy,8/10,Unknown dog stage,770,1529,terrapin,87.93,False,cockroach,4.53,False,box_turtle,1.64,False
672481316919734272,Jazz,12/10,pupper,137,757,Border_collie,59.95,True,collie,10.62,True,Shetland_sheepdog,9.45,True
672482722825261057,light,10/10,Unknown dog stage,665,1221,West_Highland_white_terrier,58.62,True,borzoi,20.66,True,Great_Pyrenees,6.07,True
672488522314567680,Jackie,10/10,Unknown dog stage,482,1187,Doberman,60.54,True,Rottweiler,10.84,True,Appenzeller,7.78,True
672523490734551040,None,10/10,Unknown dog stage,189,696,golden_retriever,56.6,True,chow,8.12,True,Irish_terrier,6.16,True
672538107540070400,Darby,7/10,Unknown dog stage,404,1089,Siamese_cat,38.39,False,Chihuahua,16.03,True,giant_panda,14.77,False
672591271085670400,None,8/10,Unknown dog stage,207,782,gondola,13.43,False,lifeboat,10.84,False,bassinet,9.37,False
672591762242805761,Taz,10/10,Unknown dog stage,367,1014,kuvasz,77.77,True,Great_Pyrenees,11.25,True,golden_retriever,3.84,True
672594978741354496,Scott,9/10,pupper,661,1411,Great_Pyrenees,75.59,True,Old_English_sheepdog,8.23,True,Afghan_hound,2.7,True
672604026190569472,a,11/10,Unknown dog stage,445,1188,toy_poodle,82.02,True,miniature_poodle,17.84,True,toilet_tissue,0.03,False
672609152938721280,Caryl,9/10,Unknown dog stage,424,1180,microwave,98.19,False,rotisserie,0.75,False,television,0.59,False
672614745925664768,Norman,6/10,pupper,644,1302,starfish,71.27,False,goldfish,25.89,False,sea_cucumber,0.2,False
672622327801233409,None,12/10,pupper,542,1377,golden_retriever,95.28,True,Labrador_retriever,1.08,True,clumber,0.88,True
672640509974827008,Leonidas,9/10,Unknown dog stage,348,1032,Chesapeake_Bay_retriever,42.02,True,Cardigan,26.6,True,Labrador_retriever,4.25,True
672828477930868736,Jerry,9/10,Unknown dog stage,533,1343,sandbar,11.82,False,stingray,7.59,False,seashore,7.51,False
672834301050937345,Ed,10/10,Unknown dog stage,623,1398,Pembroke,58.26,True,Cardigan,25.89,True,nipple,3.38,False
672877615439593473,Oscar,8/10,Unknown dog stage,405,1096,Chihuahua,41.24,True,beagle,6.81,True,borzoi,4.51,True
